,Ratings,Full_review
2483,5,First of all a heart full thanks to Flipkart for delivery on time. The product is awesome and doesn't having any issues. I got it at the price of 53k....loving it
2484,5,I had lot of doubts before buying it.. but I am fully satisfied with it...works like a dream...very sleek...fast and stylish go for it you won't regret
2485,5,The Laptop is too good. If you want middle range macbook you can go for it. The package from filpkart is also upto the mark. Battery backup is solid. You have to purchased Office 360 for microsoft word and excel. Also you can update new software update. Just go for it you'll not regret..    Only thing is Rom 128GB but if you have external hard disk then its not that much problem. I'm using this macbook with 1TB HDD
2486,5,"Excellent product!! Got it for 41k including discounts, exchange, cashback...price made it sweeter!! Performance wise, i just felt resolution should have been more. Rest all good."
2487,5,Undoubtedly the best laptop with the budget of under 50K go for it! It is really great!
2488,5,"Got it for 43k from sale. And It has all , what you expect from a macbook."
2489,4,"Too soon to write a review about the product. It's a plain old MacBook Air. Plenty reviews available. So just writing about flipkart experience. Got a great deal during their festive sale, So that's nice. Delivery was very slow. Five days. Amazon delivers within 48 hours. Get some protective gear in time so you don't have to be extra careful handling it Update 1: A minor problem made me see the service center who the next day told me that they will have to replace the logic board because of w..."
2490,5,Who will say no to apple.. Best to carry nd good battery backup...
2491,5,Packaging was great. Got it in quick time. Rescheduling was smooth. Over all a great product. Just loving it
2492,5,GOT this for 43k. Best laptop available under 50k.great battery life experience.screen is not that bad.one of the best track pad.#sj
2493,4,Good delivery Great price Awesome Laptop
2494,3,Thank u.! Flipkart Got for 44k best one Delivery on time.
2495,5,Very good laptop specially battery life.Purchased for tractor pro dj software. Delivery was well before time by Flipkart
2496,5,Good packaging After 5 day of use I will say that it's a little beast that beats windows based machine in every aspect. It's rightly said. First impression is the last impression. I got it for 45k in big billion day sale. It's worth. Don't hesitate just go for it.
2497,5,It's divert before .. packing was quite good .. Manufacturing 2017 Aug i was worry about that but it's recent model ..
2498,5,Got a awesome deal with exchange....
2499,5,Amazing product - apple products dont need words.
2500,5,This is the newer version with latest 2017 Sierra OS. It comes with 8GB ram. 10 hours battery life on full charge. full aluminum body.  Go for it.
2501,5,Very good product ...great changeover for Me from Windows to Mac... way to go with Mac...
2502,5,Impressive!!!
2503,1,Damage product send so I suggest do not buy.
2504,5,Who else got it for 38K :D
2505,1,"Within two months it's stopped, I try to on but it not working"
2506,5,"Too confused to write any review. The product do not have any issues. But there is a but that I am unable to explain myself. So decision is all yours if you want go for it, if you do not want don't go for it."
2507,5,This is one of the best MacBook from Apple. Even it is performing much better than the latest version of MacBook Air.
2508,2,If you want to buy it for that Apple logo and amazing build quality it will be a great buy... the problem is actually in mac os... If you switching from windows to mac( in this case you most probably are) you are actually downgrading in terms of os.. Mac is no where close to windows... You will feel cramped you won't find lots of handy options... Dragging is such a mess... And lot of such problems... That even you get familiar with the os you are going to miss tha windows os.
2509,5,This machine is great...for everyone except gamer....you see the specs are not so good as per price but the performance is better then i7 16 gb ram Windows laptop
2510,5,product.... is good.... i bought this mac at 45k recently....i dont know the real price exactly may be 60k or 70k....so guys out there wait for proper time and bye it.... If ur confuse buying mac 17 or other laptop -gamer these mac isnt for u -storage is low.... bt it dsnt matter me much coz i use for only for study purpose jst by saving pic n documents or any study matetial....i use it for watching movie.... later i delete that movie....these is how i save my storage *if u want to known more...
2511,5,nice product.fast deliver....love it
2512,5,"Laptop is super good, there is no need for a r view. But one main thing is seller's packing. It was packed carelessly with some Buble wrap pieces here and there. Apple's boxing for the MacBook was in bad shape when delivered. A simple footwear deserves better packing"
2513,1,Ok ok don’t worth it
2514,5,If you want apple you can buy this.  If you want laptop which will be useful for coding video editing and other stuff choose other brands   Apple is selling 10 rupees product for 1000 price with apple logo.
2515,1,"Very,very disappointing. Was expecting top-notch performance but found quite a lot of issues making it a deplorable experience for me. I moved from Windows for a better experience but clearly, it was a mistake."
2516,5,"Itz have been 90 days after buying this. Such a awesome product.. No drawbacks.. High performance,No lagging,No battery issues,10 hour battery backup,no charger problem.. 🔹Only problem is charger will heat much more we can prepare Tea or Omelet with this heat 😁. Just with one word about this Mac is """" Beast""""."
2517,4,"go for it in 2020 or 2021...Why not...??? It is batter than windows i7 and most of i5 super fast, world class designe, super display, long battery Once you use, you love mac OS I wiil get it only 45k in BBD 10/10/2018"
